序号,MD5,名称,介绍,模型UID,模型参数及说明,是否有示例数据（资源）,display_name_en
1,6d5b39c521ff401cf5be921180e1c151,1978Texas冬小麦产量区域尺度的估计,,16488859-aaab-4b71-80b2-57bd214dffd5,"输入: a-回归系数(REAL), b-回归系数(REAL), c-回归系数(REAL), y-农业气象学模型的估计结果(REAL), I_green-MSS数据得到的绿度指数值(REAL) | 输出: double-小麦产量(REAL)",,1978 Texas Winter Wheat Yield Estimation
271,8ef3fe30a4c25884f40c25790961a8f4,卜松分布模型,,b110f8ed-973e-42f4-9c62-6312ce749e15,"输入: k-消光系数(REAL), l-相应的累计叶面积指数(REAL), ki-有效叶层数(REAL) | 输出: double-出现ki层有效叶的概率(REAL)",,Poisson Distribution Model
272,dc5a54b69b6f1bdbae741e31d14ef48d,卫星传感器接收的地表亮温模型,,f768f4d2-e236-4b58-aac1-9ecc9cd32e41,"输入: e-地表土比辐射率(REAL), T0-地表土温度(REAL), Tsky-天空视在温度(REAL) | 输出: double-地表亮度(REAL)",,Satellite-Observed Land Surface Brightness Temperature Model
273,52a2a2c36e396fc287709b56ca21f1d6,卫星信息的特征,,51c0587d-e77a-40d4-9af7-0fec2f20a514,"输入: E-通道地面辐照度(REAL), rou-通道地面反射率(REAL), T-通道大气透过率(REAL), Ls-通道大气路径辐射(REAL), K-通道仪器转换常数(REAL) | 输出: double-卫星传感器的输出数据(REAL)",,Satellite Sensor Output Model
274,3bf7e11ffd58da98edf19daec804b0a5,卫星像片阴影中像元的散射辐射遥感分量模型,,4e289260-a12b-4312-9cad-a8c86db98b4f,"输入: DNij-像元pij原始遥感值(REAL), DAij-大气辐射遥感值(REAL), DRij-地表邻坡辐射遥感值(INT) | 输出: double-卫星像片阴影中像元的散射辐射遥感分量(REAL)",,Scattered Radiation Component In Shadowed Pixels Model
275,4bcd835a78a2fa33429250397a96c60f,参照农作物蒸发量,,19419c24-2d87-49ef-adcd-3dc8236a3b7f,"输入: delt-饱和水蒸气压相对于温度变化的斜率(REAL), a-常数(REAL), Rn-净辐射等于0.8(REAL), G-土壤热通量，值为0.07(REAL), Y-湿度计常数(REAL) | 输出: Er-参照农作物系数(REAL)",,Reference Crop Evaporation
276,981f18d8422501861e81e145497903e5,参量模型,,b1b2c737-089c-4a7b-b082-a60565418e71,"输入: rm-内禀增长率(REAL), Hn1-参量(REAL), s-只适用于AM蜂和AL蜂攻击(REAL), a-分别为它们的寻找效率(REAL), b-分别为AL蜂，AM蜂，EC蜂的密度(REAL), c-只适用于AM蜂和EC蜂攻击(REAL), P-只适合EC蜂攻击(REAL), Q-参数(REAL), R-参数(REAL), t-参数(REAL), u-参数(REAL) | 输出: Hn-参量(REAL)",,Parametric Model
277,55979d8ac6eeb5eddfc61afb506f8c64,双向反射分布函数模型,,9cb0a413-9862-4770-96f8-1efc3e8bc924,"输入: L-目标表面入射的光照照射时的辐射亮度(REAL), E-光源到目标表面上的辐照度(REAL) | 输出: double-双向反射分布函数(REAL)",,Bidirectional Reflectance Distribution Function Model
278,b17535fae0b28231b736ab1d975ec975,双坐标植被指数,,eb412a99-3e48-48cc-80ee-4c3045f002e9,"输入: Rni-近红外波段反射率(REAL), R-红光波段反射率(REAL), Indv-标准植被差异指数(REAL), Iwdv-植被指数(REAL), K-消光系数(REAL), Iwdvinfinite-红光反射的总测量值(REAL), Rnisoil-近红外土壤反射率(REAL), Rsoil-红光土壤反射率(REAL), a-土壤的坡度(REAL), b-土壤的截留量(REAL) | 输出: Itwv-双坐标植被指数(REAL)",,Two-Coordinate Vegetation Index
279,1234ac90061c87e2c5f3b393d3de9b20,反射率,,6e628907-d660-4046-b08f-3f7ce355f51d,"输入: Rc-在树冠厚度可视为无穷大时的树冠反射率(REAL), Rg-地面反射率(REAL), IndexLA-叶面积指数(REAL), alpha-消光系数(REAL), theo-天顶角(REAL), thes-未知参数(REAL) | 输出: double-反射率(REAL)",,Reflectance Model
280,49dcd1b7bed418e67b6fbca9a27236f8,反射率反演模型,,400f0bb8-3a31-4182-b913-1a393bd9070c,"输入: L-响应的DN值(REAL), L0-7所计算的0反照度表面的程辐射(REAL), Lx-100%反射的朗伯体表面的反射辐照度(REAL) | 输出: double-像元某一波段的反射率(REAL)",,Reflectance Retrieval Model
281,816a37fd8cc2571805af8c5b917d25a4,反射率因子,,e1ca4643-63bf-450f-9d24-b8076a9b71dd,"输入: a-参数(REAL), b-参数(REAL), c-参数(REAL), x-以年为单位的群丛年龄(REAL) | 输出: double-反射率因子(REAL)",,Reflectance Factor
282,350459fa739b4f56db328b9159469e1c,反演函数,,91c4d3a8-b1af-42e9-b5e2-89f2d3b4f14e,"输入: fv-归一化仪器狭缝效应函数值(REAL), tv-待测气体吸收的大气透过率(REAL), fv0-未知参数(REAL), tv0-未知参数(REAL) | 输出: double-反演函数(REAL)",,Inversion Function
283,b2dfd1945d70f407bd3487fac08e20e7,反演方程,,9e371cd9-9698-4504-8e07-b5513480840d,"输入: A-系数矩阵(REAL), At-系数矩阵转置(REAL), gamma-lagrange光滑因子(REAL), H-光滑矩阵(REAL), tau-tau(REAL) | 输出: f-参数(REAL)",,Inversion Equation
284,61d18035f61978ec42402998a91e3bea,反高斯变量x的概率密度函数,,8b62be3e-bb21-451d-9938-c9d6aef30702,"输入: lam-与方差相关(REAL), u-与均值相关(REAL), x-反高斯变量(REAL) | 输出: double-反高斯变量x的概率密度(REAL)",,Inverse Gaussian Probability Density Function
285,fc7ed28773993826c24d8a730b53d5d6,发射率epcil1,,b08bf374-ce9f-4cd8-b2ca-a7b37c85830d,"输入: e0-水蒸气压(REAL), T0-场景尺度的气温(REAL) | 输出: epcil1-发射率(REAL)",,Emissivity Epcil1
286,a9bfd5c888542fdc6dabba53a907479a,发射率epcil2,,1723ba64-3e0b-4658-b29d-912f4f3c2d7e,"输入: e0-水蒸气压(REAL), T0-场景尺度的气温(REAL) | 输出: epcil2-发射率(REAL)",,Emissivity Epcil2
287,16ceaa2aef03eb34101579d8e55ccccb,发射率对信噪比的贡献模型,,22276593-ba47-4b4d-b9d3-b1e203dff67a,"输入: c1-参数(REAL), A0-光学系统有效的通光面积(REAL), alphabeta-瞬时视场的立体角(REAL), epslon-像元的平均发射率(REAL), taoa-大气的光谱透过率(REAL), tao0-光学系统的光谱透过率(REAL), Dmax-对应的波长(REAL), T-参数(REAL), c2-参数(REAL), lemdamax-探测器的比探测率的峰值(REAL), Ad-参数(REAL), detaf-参数(REAL), theta-像元法线与像元和光学系统中心的连线之间的夹角(REAL), lemda2-参数(REAL), l-参数(INT), lemda1-参数(REAL) | 输出: double-像元温度对信噪比的贡献(REAL)",,Emissivity Contribution To SNR Model
288,3bf0f4a39688269573adc93f57ca2950,变形土壤校正植被指数,,30429efc-3c38-4956-85e0-ecfe23a0b471,"输入: Rni-近红外波段反射率(REAL), R-红光波段反射率(REAL), a-土壤的坡度(REAL), b-土壤的截留量(REAL) | 输出: Itsav-变形土壤校正植被指数(REAL)",,Modified Soil-Adjusted Vegetation Index
289,c0413f55b7343a6d43cf6a5e056ecedd,变权模型,,a84d8bf1-1055-45f7-bc85-b3de8c2cce70,"输入: alpha-变权函数(REAL_ARRAY), mu-未知参数(REAL_ARRAY), n-未知参数(INT) | 输出: double-变权模型(REAL)",,Variable-Weighting Model
290,f72581f2b7a04260a0f2cad3ef2d95a8,可忽略的相应于在叶片的光学厚度堆积层中叶片间的多重反射的无限反射率,,cbee5da9-1b20-4bfa-9802-9256da8889c4,"输入: R-树叶的反射系数(REAL), t-树叶的传输系数(REAL) | 输出: double-可忽略的相应于在叶片的光学厚度堆积层中叶片间的多重反射的无限反射率(REAL)",,Infinite Reflectance With Negligible Leaf Multiple Scattering
291,1c17dcc2f1c0fbf3468cb995630e5d89,可能产出正比于目前生物量,,2d4f5caa-b3fc-41a3-be83-2b4fecf4f0ff,"输入: v-比例系数(REAL), B-目前生物量(REAL) | 输出: double-可能产出正比于目前生物量(REAL)",,Potential Yield Proportional To Current Biomass
292,bd9d86837f30b0bf5f3642c16b5cc528,可见光的偏振百分比计算公式,,403138b5-0d17-4f81-8543-74deedb03cad,输入: RVLpercentCollection[]-反射百分比数组(REAL_ARRAY) | 输出: PVL-百分比(REAL),,Visible Light Polarization Percentage Formula
293,9fcdec83778783963d12f2d25d3bddbe,可见光的反射百分比计算公式,,88608301-cde8-4548-bb04-f47fdc11e6ab,"输入: landsurface-土地覆盖图像色调(REAL), target-目标物图像色调(REAL) | 输出: RVL-百分比(REAL)",,Visible Light Reflectance Percentage Formula
294,d54869bfa3782d83789a21d219c15269,叶水分势能,,52e7499a-f128-4a10-a889-c651f1e77988,"输入: Ws-土壤水分含量(REAL), Cs-土壤水分容量(REAL) | 输出: double-叶水分势能(REAL)",,Leaf Water Potential
295,7f77a948895532a0e631e2ddca4a9a63,叶片干物重,,4262aa6b-5104-4db6-8f68-b416128c7a9b,"输入: H-值为667，为亩与每平方米的转换系数(REAL), Ila-叶面积指数(REAL), Q-水稻叶面积比叶重(REAL) | 输出: WL-叶片干物重(REAL)",,Leaf Dry Matter Weight
296,233c95b6af0ad488281c2c420b119d5d,叶片生长模型,,54906a1a-1a96-4fe5-b9b9-ef8d0d97d7c5,"输入: Xi-第i天植物有活力的叶片重(REAL), w-参数(REAL), r-整个生长期中平均最大群体生长速度(REAL), K-比例系数(REAL), Pc-植物对营养和生殖器官光合产物分配策略(REAL), Ks-单位土地面积上的叶面积(REAL), Xi_L-参数(REAL), Ui-参数(REAL) | 输出: Xi1-第i+1天植物有活力的叶片重(REAL)",,Leaf Growth Model
297,e3a1f3f7b2c63dfbf1eef2f7b0119a47,叶片的水分指数（LWCI）计算模型,,22f5a668-679f-4090-84fb-7981211ff861,"输入: TM4-TM4处的反射系数(REAL), TM5-TM5处的反射系数(REAL), TM4FT-在叶片充分膨胀时在TM4处的反射系数(REAL), TM5FT-在叶片充分膨胀时在TM5处的反射系数(REAL) | 输出: LWCI-叶片的水分指数(REAL)",,Leaf Water Content Index (lwci) Model
298,999f8d62528695dab8947a50a9c1c1e7,叶绿素指数1,,beb80ed9-2a3c-4c85-b775-13a9cacac44f,输入: Chl-叶绿素浓度(REAL) | 输出: CI1-叶绿素指数(REAL),,Chlorophyll Index 1
299,4ac272bfb6ac772153d517453ddd44e8,叶绿素指数2,,0dbd1e47-97bc-4303-aae3-a42a4985e518,输入: REP-红边位置(REAL) | 输出: CI2-叶绿素指数(REAL),,Chlorophyll Index 2
300,34a21f969dd2e1bc6b283afcb1b27897,叶绿素的散射模型,,6505054c-ddd4-40b8-9eee-c09494f4f364,"输入: bc550-叶绿素的体散射(REAL), ac550-单位吸收系数(REAL), acLambda1-吸收系数(REAL) | 输出: ChlorophyllScattering-叶绿素的散射(REAL)",,Chlorophyll Scattering Model
301,caa42845708fb66f3e0228f25430b78b,叶面积指数,,4197be71-5617-4059-99ed-ee8d8511e701,"输入: type-植被类型(INT), x-从遥感数据获取的植被指数或反射系数(REAL), a-经验参数(REAL), b-经验参数(REAL), c-经验参数(REAL), d-经验参数(REAL) | 输出: double-叶面积指数(REAL)",,Leaf Area Index
302,3c020463026832e1602593f01c18a617,叶面积比率F模型,,c657caff-264f-452c-aed4-ed5e0524ada4,"输入: L1-叶面积(REAL), W1-观测值株干重(REAL), L2-叶面积(REAL), W2-观测值株干重(REAL) | 输出: F-叶面积比率(REAL)",,Leaf Area Ratio F Model
303,a26ce49e9e508d781583d5b31094b5ec,叶面积速率模型,,39fb0de9-6ced-4db3-8d68-38b9b758d2d4,"输入: ap-参数(REAL), bp-参数(REAL), cp-从生长季开始的天数(REAL), dp-参数(REAL), a-参数(REAL), b-参数(REAL), c-参数(REAL), d-参数(REAL), T-参数(REAL) | 输出: ULR-叶面积速率(REAL)",,Leaf Area Rate Model
304,0ef5364703b25a073e8fd15d3bb1b9eb,叶面营养生产率,,08eea1a2-bfd5-43ec-bca2-4331f9038b84,"输入: Nft-给定物种在时刻t的总叶营养含量(kg/hm2)(REAL), TNPPt-每年的总的净初级生产力(REAL) | 输出: Efn-叶面营养生产率(REAL)",,Leaf Nutrient Productivity
305,2864e08a3b9ffa9a7c5bb954385b4874,各个市镇对其他所有市镇的交互引力公式,,bb7061d3-4952-4426-8dc2-2e47ac24f817,"输入:  d-各主要市镇间的直线距离(REAL_ARRAY),  P-各市镇的人口(REAL_ARRAY), Pi-i市的人口(REAL), b-常数(REAL), n-城镇个数(INT) | 输出: double-交互引力(REAL)",,Intercity Interaction Gravity Formula
306,355309e7512af498f978e8739299010c,各向异性因子1,,e078fc64-0a71-435b-a770-5a382c9b2223,"输入: RR-二向反射因子(REAL), Ro-天底角反射因子(REAL) | 输出: fani-各向异性因子(REAL)",,Anisotropy Factor 1
307,1244653a13c58f226da446575c4e4a75,各向异性因子2,,d3a204dc-08ed-45c1-8831-e276da4a5d9d,"输入: Rmax-最大二向反射因子(REAL), Rmin-最小二向反射因子(REAL) | 输出: fani-各向异性因子(REAL)",,Anisotropy Factor 2
308,9297ddc3006538537eeedf1d4971b9f1,各因子追加投入额的最优配置模型,,dd9baa87-7964-4d56-b1de-769f03b424ef,"输入: P-系统投入总额(REAL), Pg1-因子理想投入总额(REAL), K1-参数(REAL), Pgi-i因子理想投入总额(REAL), Ki-i因子对应参数(REAL) | 输出: deltaPi-因子追加投入额(REAL)",,Optimal Allocation Model For Additional Factor Inputs
309,d91a0b2c61fa302c09138fac01b98df4,各省区因子分数公式,,a087ae6a-9d0c-484d-8153-4b88f9f93123,"输入: z[]-省标准化后的原始变量(REAL_ARRAY), l[]-原始变量的K因子载荷量(REAL_ARRAY), m-变量总数(INT) | 输出: double-某省K因子分数(REAL)",,Provincial Factor Score Formula
310,a3ac41427ab6452e0d0f5a5d2f0034fb,同化储量A增加模型,,d0c8c9e3-e33e-4843-9e73-89d6c0ee921e,"输入: aprod-树冠每天的生产率(INT), areloc-吸收重置的谷物(INT), aresp-总维持的呼吸作用(INT), agrow-维持生长的吸收作用(INT), adead-死亡树木中的吸收损失(INT) | 输出: dA_dt-同化储量增加率(INT)",,Assimilated Reserve A Increase Model
311,d26ee971a1f3dc5cf29229b01e8897cd,同化能量的效率,,e60894bd-e0b7-4782-8b03-f607d7e6368e,"输入: EP-生产能量(REAL), ER-呼吸能量(REAL), EI-摄取的能量(REAL) | 输出: etae2-测算有机体同化作用能量的能力(REAL)",,Assimilation Energy Efficiency
312,08e5e9834a27d34707cfb47c2614ccb2,后向散射模型,,c9544cd8-5a08-458f-8387-8877db916f33,"输入: rouu-上行风的散射系数(REAL), rouc-交叉风的散射系数(REAL), roud-下行风的散射系数(REAL), phi-水平面风向(REAL) | 输出: double-散射系数(REAL)",,Backscatter Model
313,6a9f711a2be6503be360a8ef913d74ef,含有N个物种的生态模型系统,,21b11a4c-3869-429f-adb1-7b579a6887d3,"输入: xi-物种i的种群密度(REAL), ri-物种i的内部增长率(REAL), Xj[]-物种的种群密度(REAL_ARRAY), aj[]-其它特种对i物种影响的作用系数(REAL_ARRAY), n-物种个数(INT) | 输出: dtdxi-时间与物种i种群密度变化(REAL)",,N-Species Ecological Model System
314,40715aecc3615c73ce2cdecbc86ef588,吸收概率,,971698b8-bd9d-4066-b377-c1b2cde8cb9e,"输入: alambda-吸收系数(REAL), ss-散射系数(REAL), LL-光的路径长度(REAL) | 输出: Pabsorption-吸收概率(REAL)",,Absorption Probability
315,2960875d1950f7add12fcee36d3fec74,呼吸能量的效率,,dc8dcbbb-a501-489d-9934-b8499c78ab8f,"输入: ER-呼吸能量(REAL), EF-排泄物能量(REAL), EQ-热能(REAL), EI-摄取的能量(REAL) | 输出: etae4-呼吸能量的效率(REAL)",,Respiration Energy Efficiency
316,b147dc255d351d19c43cfe57bb3f00f5,噪声功率模型,,8b99df4d-2f65-45f4-8ca7-37d2504cbd9b,"输入: Is-在1.047nm波长处大气引起的太阳光谱辐射(REAL), Ar-接收器面积(REAL), Rphi-接收器的视场角(REAL), Tr-接收系统的透射率(REAL), Fb-接收器的窄带通滤光片(REAL), Ta-双程大气溶胶透射率(REAL), rOmega-目标的后向散射率(REAL) | 输出: double-激光脉冲信号功率(REAL)",,Noise Power Model
317,b3980abfef7a1c105709d9c5df4dc1c4,四点式平均值法,,3e3d46a8-7568-4236-a422-16af5a109cfa,"输入: Nj-参数(REAL), Nk-参数(REAL), Ni-参数(REAL), Nl-参数(REAL), i-参数(INT), j-参数(INT), k-参数(INT), l-参数(INT) | 输出: K-结果(REAL)",,Four-Point Mean Method
318,b7339bcefd2b222d80d21cf2b8c2e9e9,回归平方和,,a81731e5-8211-47e3-9b4c-bb79151d9e70,"输入: n-样本个数(INT), y_-回归模型计算的估计值(REAL_ARRAY), _y-样本平均值(REAL) | 输出: double-回归平方和(REAL)",,Regression Sum Of Squares
319,612deb68cb527b89bdb27806460b79c7,因子属性的敏感性分析公式,,43573e94-aa8a-430f-91c1-4e37465f849e,"输入: DPL-滑坡数据中因子出现的频率(REAL), DPG-滑坡数据中因子出现的频率(REAL) | 输出: double-敏感性(REAL)",,Factor Sensitivity Analysis Formula
320,c2810038719340a4561d1ce5c1fbed1a,国内生产总值增长率,,18162fb6-4c19-489c-a6af-035f9676e6ce,"输入: a-统计系数(REAL), L-劳动力因素(REAL), RT-资源转换因素(REAL), C_fi-外国投资变量(REAL), C_fi_1-滞后一年的外国投资变量(REAL), C_di-国内投资变量(REAL), C_di_1-滞后一年的国内投资变量(REAL), X-出口变量(REAL), b1-统计系数(REAL), b2-统计系数(REAL), b3-统计系数(REAL), b4-统计系数(REAL), b5-统计系数(REAL), b6-统计系数(REAL), b7-统计系数(REAL) | 输出: double-参数(REAL)",,GDP Growth Rate
321,8594e680cbbef1102ee8c788eadd3989,国家级风景名胜区i对城市j的吸引力模型,,96c98021-bb59-497c-98a7-cbbaa6e8d188,"输入: P-各城市人口数量(REAL), R-各国家级风景名胜区的资源强度(REAL), alpha-常数(REAL), T-两地之间的平均交通距离(REAL), r1-各国家级风景名胜区与各城市之间的交通距离(REAL) | 输出: double-各国家级风景名胜区对各城市是旅游吸引力(REAL)",,Scenic Site-City Tourism Attraction Model
322,90edb5763ffa06d42a60feca5b3f53d2,国民经济产出获得的增长,,44468cfb-295e-461e-9bf3-35751a719629,"输入: T_ti-经济区第n年对i产业的投入(REAL_ARRAY), G_oi-经济区基年第i产业的产出(REAL_ARRAY), T_oi-经济区基年对i产业的投入(REAL_ARRAY), n-n(REAL) | 输出: double-国民经济产出获得的增长(REAL)",,National Economic Output Growth
323,16a6dd2730d80a4bc2a1177ed2180823,图像变换局部增强法公式,,03fb8a1d-d943-4bfd-a733-8482ff514232,"输入: X1-像元点变换后的亮度值(REAL), M-表示X像元点周围N(REAL), S2-表示X像元点周围N(REAL), M1-为给定所期望的均值(REAL), S1-为给定所期望的标准差(REAL), MAX-为调整参数(REAL), A-为调整参数(REAL) | 输出: X-像元点的原始图像亮度值(REAL)",,Local Image Enhancement Transformation Formula
324,9d4fd1aae3de780a5e8ce3e6936c1133,图像处理的样条函数,,593ca13d-bf48-40b4-9be5-e65834fce167,"输入: wk-[in](REAL_ARRAY), x-[in](REAL_ARRAY), uk-参数(REAL), p-邻近像素间的自相关的强度的常数(REAL), i-图像中的像素点数(INT), j-图像中的像素点数总数(INT) | 输出: xk-结果(REAL)",,Spline Function For Image Processing
325,b5f719353a1aa2e118730b97bb0ea079,图像差值法计算公式,,b5889dd0-a971-4d10-9d37-058caf1df910,"输入: X1-第一时相图像值(REAL), X2-第二时相图像值(REAL), C-常数(REAL) | 输出: double-变化图像(REAL)",,Image Differencing Formula
326,70ed2666a9b5f41f501327a5994775cb,图形梯尺公式,,fcdc0ec5-d60e-44e1-8566-51a626d2a957,"输入: x-制图指标数据(REAL), x0-x的偏移量(REAL), n-目标地图符号中用作表示制图指标的维数(REAL), k-系数，(REAL), b-经验调整参数(REAL) | 输出: y-Slope相应于x的地图符号尺寸(REAL)",,Graphic Scale Formula
327,9400955d445d7dbfda52babd1994a1fc,图斑取舍方法--位置评分模型之判断并计算赋值Bi,,7665e723-a36a-40ac-8700-f487b9062ae1,"输入: di-某图斑到距其最近的图斑的距离(REAL), S1-阈值(REAL) | 输出: Bi-位置值(REAL)",,Polygon Selection Position Score: Bi Assignment
